column_name,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
year,107.0,2015.8504672897195,3.086194879813018,2011.0,2011.0,2011.0,2011.6,2013.0,2016.0,2018.5,2020.0,2021.0,2021.0,2021.0
new_outbreaks_aib,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_ail,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_chla,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_dvh,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_flua,107.0,0.009345794392523364,0.09667364890456635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
new_outbreaks_hpai,107.0,4.289719626168225,31.32272950882335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.699999999999989,45.91999999999996,320.0
new_outbreaks_ibd,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_lpai,107.0,0.04672897196261682,0.3977098964067609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399999999999977,4.0
new_outbreaks_msyn,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_ndv,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_pul,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_rab,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_trh,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_outbreaks_typh,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
susceptible_thsdhd_aib,107.0,490.67606542056086,1351.061355503901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2172.2602000000015,4152.016999999986,6060.916419999997,6689.201
susceptible_thsdhd_ail,107.0,253.63943925233644,830.9877165402618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.9552000000012,2085.586299999999,3277.164239999999,5747.003000000001
susceptible_thsdhd_chla,107.0,0.8975046728971962,3.9366492537024476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991400000000001,3.5138999999999943,23.83065999999997,29.229999999999997
susceptible_thsdhd_dvh,107.0,35.13164485981309,135.321935913308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.8872999999995,580.6952399999999,912.1879999999999
susceptible_thsdhd_flua,107.0,0.0027476635514018695,0.02054268150357768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327999999999997,0.20600000000000002
susceptible_thsdhd_hpai,107.0,935.5828130841124,7112.810022876559,0.0,0.0,0.0,0.0,0.0,10.347000000000001,222.421,1002.9866000000001,1591.3512999999978,2990.555840000001,73610.57300000003
susceptible_thsdhd_ibd,107.0,224.1174205607477,611.9376958361114,0.0,0.0,0.0,0.0,0.0,0.0,1.9000000000000001,665.0304000000004,1836.3879999999967,2598.4533,3550.4649999999992
susceptible_thsdhd_lpai,107.0,41.40858878504674,109.82635563186324,0.0,0.0,0.0,0.0,0.0,0.0,36.6015,114.39620000000005,187.2522999999999,615.1783399999993,807.1750000000001
susceptible_thsdhd_msyn,107.0,223.1981308411215,1100.4406658662817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.627200000000165,509.5961999999952,4677.362799999999,9011.234
susceptible_thsdhd_ndv,107.0,31.04967289719626,138.94714658769956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.476800000000036,99.17009999999986,794.7771599999993,1010.951
susceptible_thsdhd_pul,107.0,986.6401588785046,3674.691270498497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.26480000000032,11498.046399999901,16559.435679999995,17750.013000000003
susceptible_thsdhd_rab,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
susceptible_thsdhd_trh,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
susceptible_thsdhd_typh,107.0,41.858476635514016,140.89316296596402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.93320000000034,280.8223999999997,707.8311599999994,996.0440000000001
cases_thsdhd_aib,107.0,63.0348598130841,167.83200022829692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.3302000000001,429.4072999999998,672.9538999999997,890.4929999999999
