Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2018-10,England,240930,76845365,48,0.314
Broilers,Conditions,Abnormal Colour/Fevered,2018-11,England,222178,71639262,48,0.31
Broilers,Conditions,Abnormal Colour/Fevered,2018-12,England,229301,64994973,47,0.353
Broilers,Conditions,Abnormal Colour/Fevered,2018-10,Wales,13537,7394767,3,0.183
Broilers,Conditions,Abnormal Colour/Fevered,2018-11,Wales,16822,6927778,3,0.243
Broilers,Conditions,Abnormal Colour/Fevered,2018-12,Wales,25438,7086652,3,0.359
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-10,England,82104,76845365,48,0.107
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-11,England,77205,71639262,48,0.108
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-12,England,57654,64994973,47,0.089
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-10,Wales,561,7394767,3,0.008
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-11,Wales,456,6927778,3,0.007
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2018-12,Wales,675,7086652,3,0.01
Broilers,Conditions,Ascites/Oedema,2018-10,England,218300,76845365,48,0.284
Broilers,Conditions,Ascites/Oedema,2018-11,England,221484,71639262,48,0.309
Broilers,Conditions,Ascites/Oedema,2018-12,England,219196,64994973,47,0.337
Broilers,Conditions,Ascites/Oedema,2018-10,Wales,25003,7394767,3,0.338
Broilers,Conditions,Ascites/Oedema,2018-11,Wales,27144,6927778,3,0.392
Broilers,Conditions,Ascites/Oedema,2018-12,Wales,26751,7086652,3,0.377
Broilers,Conditions,Bruising/Fractures,2018-10,England,26436,76845365,48,0.034
Broilers,Conditions,Bruising/Fractures,2018-11,England,25875,71639262,48,0.036
Broilers,Conditions,Bruising/Fractures,2018-12,England,27027,64994973,47,0.042
Broilers,Conditions,Bruising/Fractures,2018-10,Wales,4620,7394767,3,0.062
Broilers,Conditions,Bruising/Fractures,2018-11,Wales,4940,6927778,3,0.071
Broilers,Conditions,Bruising/Fractures,2018-12,Wales,4921,7086652,3,0.069
Broilers,Conditions,Cellulitis,2018-10,England,207889,76845365,48,0.271
Broilers,Conditions,Cellulitis,2018-11,England,216751,71639262,48,0.303
Broilers,Conditions,Cellulitis,2018-12,England,186090,64994973,47,0.286
Broilers,Conditions,Cellulitis,2018-10,Wales,18718,7394767,3,0.253
Broilers,Conditions,Cellulitis,2018-11,Wales,24350,6927778,3,0.351
Broilers,Conditions,Cellulitis,2018-12,Wales,22224,7086652,3,0.314
Broilers,Conditions,Contamination,2018-10,England,156978,76845365,48,0.204
Broilers,Conditions,Contamination,2018-11,England,135208,71639262,48,0.189
Broilers,Conditions,Contamination,2018-12,England,120116,64994973,47,0.185
Broilers,Conditions,Contamination,2018-10,Wales,3601,7394767,3,0.049
Broilers,Conditions,Contamination,2018-11,Wales,4124,6927778,3,0.06
Broilers,Conditions,Contamination,2018-12,Wales,5632,7086652,3,0.079
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-10,England,75004,76845365,48,0.098
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-11,England,69240,71639262,48,0.097
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-12,England,68697,64994973,47,0.106
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-10,Wales,9628,7394767,3,0.13
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-11,Wales,8214,6927778,3,0.119
Broilers,Conditions,Dead on Arrival/Death in the Lairage (DOA),2018-12,Wales,8272,7086652,3,0.117
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-10,England,20197,76845365,48,0.026
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-11,England,18497,71639262,48,0.026
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-12,England,17328,64994973,47,0.027
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-10,Wales,2726,7394767,3,0.037
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-11,Wales,3514,6927778,3,0.051
Broilers,Conditions,Death other than slaughter (uncut/badly bled),2018-12,Wales,4969,7086652,3,0.07
Broilers,Conditions,Dermatitis,2018-10,England,10441,76845365,48,0.014
Broilers,Conditions,Dermatitis,2018-11,England,13274,71639262,48,0.019
Broilers,Conditions,Dermatitis,2018-12,England,19134,64994973,47,0.029
Broilers,Conditions,Dermatitis,2018-10,Wales,4019,7394767,3,0.054
Broilers,Conditions,Dermatitis,2018-11,Wales,3091,6927778,3,0.045
Broilers,Conditions,Dermatitis,2018-12,Wales,5039,7086652,3,0.071
Broilers,Conditions,Emaciation,2018-10,England,22360,76845365,48,0.029
Broilers,Conditions,Emaciation,2018-11,England,21208,71639262,48,0.03
Broilers,Conditions,Emaciation,2018-12,England,21545,64994973,47,0.033
Broilers,Conditions,Emaciation,2018-10,Wales,757,7394767,3,0.01
Broilers,Conditions,Emaciation,2018-11,Wales,1087,6927778,3,0.016
Broilers,Conditions,Emaciation,2018-12,Wales,1653,7086652,3,0.023
Broilers,Conditions,Hepatitis,2018-10,England,136248,76845365,48,0.177
Broilers,Conditions,Hepatitis,2018-11,England,124165,71639262,48,0.173
Broilers,Conditions,Hepatitis,2018-12,England,87051,64994973,47,0.134
Broilers,Conditions,Hepatitis,2018-10,Wales,8732,7394767,3,0.118
Broilers,Conditions,Hepatitis,2018-11,Wales,8315,6927778,3,0.12
Broilers,Conditions,Hepatitis,2018-12,Wales,11881,7086652,3,0.168
Broilers,Conditions,Joint Lesions,2018-10,England,30127,76845365,48,0.039
Broilers,Conditions,Joint Lesions,2018-11,England,28640,71639262,48,0.04
Broilers,Conditions,Joint Lesions,2018-12,England,27555,64994973,47,0.042
Broilers,Conditions,Joint Lesions,2018-10,Wales,2704,7394767,3,0.037
Broilers,Conditions,Joint Lesions,2018-11,Wales,3203,6927778,3,0.046
Broilers,Conditions,Joint Lesions,2018-12,Wales,2874,7086652,3,0.041
Broilers,Conditions,Machine Damage,2018-10,England,172018,76845365,48,0.224
Broilers,Conditions,Machine Damage,2018-11,England,139644,71639262,48,0.195
Broilers,Conditions,Machine Damage,2018-12,England,118025,64994973,47,0.182
Broilers,Conditions,Machine Damage,2018-10,Wales,3896,7394767,3,0.053
Broilers,Conditions,Machine Damage,2018-11,Wales,3287,6927778,3,0.047
Broilers,Conditions,Machine Damage,2018-12,Wales,4092,7086652,3,0.058
Broilers,Conditions,"Other Factory (poor plucking, product requirement)",2018-10,England,41789,76845365,48,0.054
