Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Broilers,Conditions,Abnormal Colour/Fevered,2017-10,England,194238,73157628,51,0.266
Broilers,Conditions,Abnormal Colour/Fevered,2017-11,England,193666,71915861,54,0.269
Broilers,Conditions,Abnormal Colour/Fevered,2017-12,England,197207,64746680,52,0.305
Broilers,Conditions,Abnormal Colour/Fevered,2017-10,Wales,9503,5281944,2,0.18
Broilers,Conditions,Abnormal Colour/Fevered,2017-11,Wales,12190,5333759,3,0.229
Broilers,Conditions,Abnormal Colour/Fevered,2017-12,Wales,14403,5157382,3,0.279
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-10,England,30451,73157628,51,0.042
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-11,England,39650,71915861,54,0.055
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-12,England,35028,64746680,52,0.054
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-10,Wales,210,5281944,2,0.004
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-11,Wales,701,5333759,3,0.013
Broilers,Conditions,Antemortem Rejects (Cull/Runts),2017-12,Wales,547,5157382,3,0.011
Broilers,Conditions,Ascites/Oedema,2017-10,England,213412,73157628,51,0.292
Broilers,Conditions,Ascites/Oedema,2017-11,England,224655,71915861,54,0.312
Broilers,Conditions,Ascites/Oedema,2017-12,England,231615,64746680,52,0.358
Broilers,Conditions,Ascites/Oedema,2017-10,Wales,31897,5281944,2,0.604
Broilers,Conditions,Ascites/Oedema,2017-11,Wales,31508,5333759,3,0.591
Broilers,Conditions,Ascites/Oedema,2017-12,Wales,40819,5157382,3,0.791
Broilers,Conditions,Bruising/Fractures,2017-10,England,22244,73157628,51,0.03
Broilers,Conditions,Bruising/Fractures,2017-11,England,22065,71915861,54,0.031
Broilers,Conditions,Bruising/Fractures,2017-12,England,21387,64746680,52,0.033
Broilers,Conditions,Bruising/Fractures,2017-10,Wales,4328,5281944,2,0.082
Broilers,Conditions,Bruising/Fractures,2017-11,Wales,4661,5333759,3,0.087
Broilers,Conditions,Bruising/Fractures,2017-12,Wales,4885,5157382,3,0.095
Broilers,Conditions,Cellulitis,2017-10,England,154423,73157628,51,0.211
Broilers,Conditions,Cellulitis,2017-11,England,157379,71915861,54,0.219
