Species,InspectionType,Condition,YearMonth,Country,NumberOfConditions,Throughput,NumberOfThroughputPlants,PercentageOfThroughput
Pigs,AnteMortem,Abnormal Respiratory Signs,2020-10,England,432,805166,85,0.054
Pigs,AnteMortem,Abnormal Respiratory Signs,2020-11,England,303,750936,86,0.04
Pigs,AnteMortem,Abnormal Respiratory Signs,2020-12,England,246,743470,85,0.033
Pigs,AnteMortem,Abnormal Respiratory Signs,2020-10,Wales,1,2357,9,0.042
Pigs,AnteMortem,Abnormal Respiratory Signs,2020-12,Wales,3,1881,9,0.159
Pigs,AnteMortem,Dead in Lairage ,2020-10,England,21,805166,85,0.003
Pigs,AnteMortem,Dead in Lairage ,2020-10,England,23,805166,85,0.003
Pigs,AnteMortem,Dead in Lairage ,2020-11,England,21,750936,86,0.003
Pigs,AnteMortem,Dead in Lairage ,2020-11,England,13,750936,86,0.002
Pigs,AnteMortem,Dead in Lairage ,2020-12,England,20,743470,85,0.003
Pigs,AnteMortem,Dead in Lairage ,2020-12,England,25,743470,85,0.003
Pigs,AnteMortem,Dead on Arrival,2020-10,England,29,805166,85,0.004
Pigs,AnteMortem,Dead on Arrival,2020-10,England,45,805166,85,0.006
Pigs,AnteMortem,Dead on Arrival,2020-11,England,42,750936,86,0.006
Pigs,AnteMortem,Dead on Arrival,2020-11,England,35,750936,86,0.005
Pigs,AnteMortem,Dead on Arrival,2020-12,England,42,743470,85,0.006
Pigs,AnteMortem,Dead on Arrival,2020-12,England,31,743470,85,0.004
Pigs,AnteMortem,Dead on Arrival,2020-11,Wales,1,2424,9,0.041
Pigs,AnteMortem,Dead on Arrival,2020-11,Wales,1,2424,9,0.041
Pigs,AnteMortem,Dead on Arrival,2020-12,Wales,3,1881,9,0.159
Pigs,AnteMortem,Dead on Arrival,2020-12,Wales,3,1881,9,0.159
Pigs,AnteMortem,Distress,2020-10,England,3,805166,85,0
Pigs,AnteMortem,Distress,2020-10,England,13,805166,85,0.002
Pigs,AnteMortem,Distress,2020-11,England,25,750936,86,0.003
Pigs,AnteMortem,Distress,2020-11,England,4,750936,86,0.001
Pigs,AnteMortem,Distress,2020-12,England,32,743470,85,0.004
Pigs,AnteMortem,Distress,2020-12,England,1,743470,85,0
Pigs,AnteMortem,Fight/Bite Wounds,2020-10,England,1472,805166,85,0.183
Pigs,AnteMortem,Fight/Bite Wounds,2020-11,England,1332,750936,86,0.177
Pigs,AnteMortem,Fight/Bite Wounds,2020-12,England,1193,743470,85,0.16
Pigs,AnteMortem,Hernia/Rupture,2020-10,England,1531,805166,85,0.19
Pigs,AnteMortem,Hernia/Rupture,2020-11,England,1418,750936,86,0.189
Pigs,AnteMortem,Hernia/Rupture,2020-12,England,1518,743470,85,0.204
Pigs,AnteMortem,Hernia/Rupture,2020-10,Wales,2,2357,9,0.085
Pigs,AnteMortem,Hernia/Rupture,2020-12,Wales,1,1881,9,0.053
Pigs,AnteMortem,Lameness – Foot Lesion(s),2020-10,England,106,805166,85,0.013
Pigs,AnteMortem,Lameness – Foot Lesion(s),2020-11,England,161,750936,86,0.021
Pigs,AnteMortem,Lameness – Foot Lesion(s),2020-12,England,78,743470,85,0.01
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-10,England,199,805166,85,0.025
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-10,England,5,805166,85,0.001
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-11,England,123,750936,86,0.016
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-12,England,110,743470,85,0.015
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-12,England,1,743470,85,0
Pigs,AnteMortem,Lameness – Joint/Leg Lesion(s),2020-10,Wales,1,2357,9,0.042
Pigs,AnteMortem,Lameness – Not Defined,2020-10,England,433,805166,85,0.054
Pigs,AnteMortem,Lameness – Not Defined,2020-11,England,340,750936,86,0.045
Pigs,AnteMortem,Lameness – Not Defined,2020-12,England,355,743470,85,0.048
Pigs,AnteMortem,Lameness – Not Defined,2020-12,England,1,743470,85,0
Pigs,AnteMortem,Localised Swelling/Lumps,2020-10,England,638,805166,85,0.079
Pigs,AnteMortem,Localised Swelling/Lumps,2020-11,England,577,750936,86,0.077
Pigs,AnteMortem,Localised Swelling/Lumps,2020-12,England,609,743470,85,0.082
Pigs,AnteMortem,Mastitis,2020-10,England,32,805166,85,0.004
Pigs,AnteMortem,Mastitis,2020-11,England,20,750936,86,0.003
Pigs,AnteMortem,Mastitis,2020-12,England,29,743470,85,0.004
Pigs,AnteMortem,Moribund/Recumbent,2020-10,England,1,805166,85,0
Pigs,AnteMortem,Moribund/Recumbent,2020-12,England,1,743470,85,0
Pigs,AnteMortem,Moribund/Recumbent,2020-12,England,3,743470,85,0
Pigs,AnteMortem,Open Wound,2020-10,England,36,805166,85,0.004
Pigs,AnteMortem,Open Wound,2020-10,England,1,805166,85,0
Pigs,AnteMortem,Open Wound,2020-11,England,33,750936,86,0.004
Pigs,AnteMortem,Open Wound,2020-12,England,29,743470,85,0.004
Pigs,AnteMortem,Orchitis,2020-10,England,37,805166,85,0.005
Pigs,AnteMortem,Orchitis,2020-10,England,2,805166,85,0
Pigs,AnteMortem,Orchitis,2020-11,England,34,750936,86,0.005
Pigs,AnteMortem,Orchitis,2020-12,England,21,743470,85,0.003
Pigs,AnteMortem,Other ,2020-10,England,112,805166,85,0.014
Pigs,AnteMortem,Other ,2020-10,England,11,805166,85,0.001
Pigs,AnteMortem,Other ,2020-11,England,181,750936,86,0.024
Pigs,AnteMortem,Other ,2020-11,England,3,750936,86,0
Pigs,AnteMortem,Other ,2020-12,England,313,743470,85,0.042
Pigs,AnteMortem,Other ,2020-12,England,3,743470,85,0
Pigs,AnteMortem,Rectal Prolapse,2020-10,England,96,805166,85,0.012
Pigs,AnteMortem,Rectal Prolapse,2020-11,England,128,750936,86,0.017
Pigs,AnteMortem,Rectal Prolapse,2020-12,England,133,743470,85,0.018
Pigs,AnteMortem,Skin Condition,2020-10,England,48,805166,85,0.006
Pigs,AnteMortem,Skin Condition,2020-11,England,52,750936,86,0.007
Pigs,AnteMortem,Skin Condition,2020-12,England,26,743470,85,0.003
Pigs,AnteMortem,Slaughtered in Lairage – Intended for HC,2020-10,England,125,805166,85,0.016
